p 531
0|94|25|286|271|272,273|t|
0|355|286|28|1|2,3|t|
0|95|26|287|272|273,274|t|
0|356|287|29|2|3,4|t|
0|96|27|288|273|274,275|t|
0|357|288|30|3|4,5|t|
0|97|28|289|274|275,276|t|
0|358|289|31|4|5,6|t|
0|98|29|290|275|276,277|t|
0|359|290|32|5|6,7|t|
0|99|30|291|276|277,278|t|
0|360|291|33|6|7,8|t|
0|100|31|292|277|278,279|t|
0|361|292|34|7|8,9|t|
0|101|32|293|278|279,280|t|
0|362|293|35|8|9,10|t|
0|102|33|294|279|280,281|t|
0|363|294|36|9|10,11|t|
0|103|34|295|280|281,282|t|
0|364|295|37|10|11,12|t|
0|104|35|296|281|282,283|t|
0|365|296|38|11|12,13|t|
0|105|36|297|282|283,284|t|
0|366|297|39|12|13,14|t|
0|106|37|298|283|284,285|t|
0|367|298|40|13|14,15|t|
0|107|38|299|284|285,286|t|
0|368|299|41|14|15,16|t|
0|108|39|300|285|286,287|t|
0|369|300|42|15|16,17|t|
0|109|40|301|286|287,288|t|
0|370|301|43|16|17,18|t|
0|110|41|302|287|288,289|t|
0|371|302|44|17|18,19|t|
0|111|42|303|288|289,290|t|
0|372|303|45|18|19,20|t|
0|112|43|304|289|290,291|t|
0|373|304|46|19|20,21|t|
0|113|44|305|290|291,292|t|
0|374|305|47|20|21,22|t|
0|114|45|306|291|292,293|t|
0|375|306|48|21|22,23|t|
0|115|46|307|292|293,294|t|
0|376|307|49|22|23,24|t|
0|116|47|308|293|294,295|t|
0|377|308|50|23|24,25|t|
0|117|48|309|294|295,296|t|
0|378|309|51|24|25,26|t|
0|118|49|310|295|296,297|t|
0|379|310|52|25|26,27|t|
0|119|50|311|296|297,298|t|
0|380|311|53|26|27,28|t|
0|120|51|312|297|298,299|t|
0|381|312|54|27|28,29|t|
0|121|52|313|298|299,300|t|
0|382|313|55|28|29,30|t|
0|122|53|314|299|300,301|t|
0|383|314|56|29|30,31|t|
0|123|54|315|300|301,302|t|
0|384|315|57|30|31,32|t|
0|124|55|316|301|302,303|t|
0|385|316|58|31|32,33|t|
0|125|56|317|302|303,304|t|
0|386|317|59|32|33,34|t|
0|126|57|318|303|304,305|t|
0|387|318|60|33|34,35|t|
0|127|58|319|304|305,306|t|
0|388|319|61|34|35,36|t|
0|128|59|320|305|306,307|t|
0|389|320|62|35|36,37|t|
0|129|60|321|306|307,308|t|
0|390|321|63|36|37,38|t|
0|130|61|322|307|308,309|t|
0|391|322|64|37|38,39|t|
0|131|62|323|308|309,310|t|
0|392|323|65|38|39,40|t|
0|132|63|324|309|310,311|t|
0|393|324|66|39|40,41|t|
0|133|64|325|310|311,312|t|
0|394|325|67|40|41,42|t|
0|134|65|326|311|312,313|t|
0|395|326|68|41|42,43|t|
0|135|66|327|312|313,314|t|
0|396|327|69|42|43,44|t|
0|136|67|328|313|314,315|t|
0|397|328|70|43|44,45|t|
0|137|68|329|314|315,316|t|
0|398|329|71|44|45,46|t|
0|138|69|330|315|316,317|t|
0|399|330|72|45|46,47|t|
0|139|70|331|316|317,318|t|
0|400|331|73|46|47,48|t|
0|140|71|332|317|318,319|t|
0|401|332|74|47|48,49|t|
0|141|72|333|318|319,320|t|
0|402|333|75|48|49,50|t|
0|142|73|334|319|320,321|t|
0|403|334|76|49|50,51|t|
0|143|74|335|320|321,322|t|
0|404|335|77|50|51,52|t|
0|144|75|336|321|322,323|t|
0|405|336|78|51|52,53|t|
0|145|76|337|322|323,324|t|
0|406|337|79|52|53,54|t|
0|146|77|338|323|324,325|t|
0|407|338|80|53|54,55|t|
0|147|78|339|324|325,326|t|
0|408|339|81|54|55,56|t|
0|148|79|340|325|326,327|t|
0|409|340|82|55|56,57|t|
0|149|80|341|326|327,328|t|
0|410|341|83|56|57,58|t|
0|150|81|342|327|328,329|t|
0|411|342|84|57|58,59|t|
0|151|82|343|328|329,330|t|
0|412|343|85|58|59,60|t|
0|152|83|344|329|330,331|t|
0|413|344|86|59|60,61|t|
0|153|84|345|330|331,332|t|
0|414|345|87|60|61,62|t|
0|154|85|346|331|332,333|t|
0|415|346|88|61|62,63|t|
0|155|86|347|332|333,334|t|
0|416|347|89|62|63,64|t|
0|156|87|348|333|334,335|t|
0|417|348|90|63|64,65|t|
0|157|88|349|334|335,336|t|
0|418|349|91|64|65,66|t|
0|158|89|350|335|336,337|t|
0|419|350|92|65|66,67|t|
0|159|90|351|336|337,338|t|
0|420|351|93|66|67,68|t|
0|160|91|352|337|338,339|t|
0|421|352|94|67|68,69|t|
0|161|92|353|338|339,340|t|
0|422|353|95|68|69,70|t|
0|162|93|354|339|340,341|t|
0|423|354|96|69|70,71|t|
0|163|94|355|340|341,342|t|
0|424|355|97|70|71,72|t|
0|164|95|356|341|342,343|t|
0|425|356|98|71|72,73|t|
0|165|96|357|342|343,344|t|
0|426|357|99|72|73,74|t|
0|166|97|358|343|344,345|t|
0|427|358|100|73|74,75|t|
0|167|98|359|344|345,346|t|
0|428|359|101|74|75,76|t|
0|168|99|360|345|346,347|t|
0|429|360|102|75|76,77|t|
0|169|100|361|346|347,348|t|
0|430|361|103|76|77,78|t|
0|170|101|362|347|348,349|t|
0|431|362|104|77|78,79|t|
0|171|102|363|348|349,350|t|
0|432|363|105|78|79,80|t|
0|172|103|364|349|350,351|t|
0|433|364|106|79|80,81|t|
0|173|104|365|350|351,352|t|
0|434|365|107|80|81,82|t|
0|174|105|366|351|352,353|t|
0|435|366|108|81|82,83|t|
0|175|106|367|352|353,354|t|
0|436|367|109|82|83,84|t|
0|176|107|368|353|354,355|t|
0|437|368|110|83|84,85|t|
0|177|108|369|354|355,356|t|
0|438|369|111|84|85,86|t|
0|178|109|370|355|356,357|t|
0|439|370|112|85|86,87|t|
0|179|110|371|356|357,358|t|
0|440|371|113|86|87,88|t|
0|180|111|372|357|358,359|t|
0|441|372|114|87|88,89|t|
0|181|112|373|358|359,360|t|
0|442|373|115|88|89,90|t|
0|182|113|374|359|360,361|t|
0|443|374|116|89|90,91|t|
0|183|114|375|360|361,362|t|
0|444|375|117|90|91,92|t|
0|184|115|376|361|362,363|t|
0|445|376|118|91|92,93|t|
0|185|116|377|362|363,364|t|
0|446|377|119|92|93,94|t|
0|186|117|378|363|364,365|t|
0|447|378|120|93|94,95|t|
0|187|118|379|364|365,366|t|
0|448|379|121|94|95,96|t|
0|188|119|380|365|366,367|t|
0|449|380|122|95|96,97|t|
0|189|120|381|366|367,368|t|
0|450|381|123|96|97,98|t|
0|190|121|382|367|368,369|t|
0|451|382|124|97|98,99|t|
0|191|122|383|368|369,370|t|
0|452|383|125|98|99,100|t|
0|192|123|384|369|370,371|t|
0|453|384|126|99|100,101|t|
0|193|124|385|370|371,372|t|
0|454|385|127|100|101,102|t|
0|194|125|386|371|372,373|t|
0|455|386|128|101|102,103|t|
0|195|126|387|372|373,374|t|
0|456|387|129|102|103,104|t|
0|196|127|388|373|374,375|t|
0|457|388|130|103|104,105|t|
0|197|128|389|374|375,376|t|
0|458|389|131|104|105,106|t|
0|198|129|390|375|376,377|t|
0|459|390|132|105|106,107|t|
0|199|130|391|376|377,378|t|
0|460|391|133|106|107,108|t|
0|200|131|392|377|378,379|t|
